product_id,brand_name,generic_name,manufacturer,dosage_form,strength,pack_size,price,discount_percent,final_price,is_prescription_required,drug_type,therapeutic_class,storage_condition,shelf_life_months,country,availability_status,rating,num_reviews,contains_ai_generated_label
P01117,HealPlus,Paracetamol,Sun Healthcare,Ointment,5mg,20,177.24,5,168.38,No,Prescription,Antihypertensive,Room Temp,15,UK,Limited,2.8,14,Yes
P01118,BioTrust,Metformin,Medicare Ltd,Tablet,500mg,15,1123.86,20,899.09,Yes,OTC,Analgesic,Refrigerated,32,India,In stock,5.0,347,No
P01119,Medix,Atorvastatin,Nova Life,Ointment,100mg,15,242.61,0,242.61,No,Prescription,Antibiotic,Room Temp,24,UK,Out of stock,3.6,377,Yes
P01120,LifeCare,Amoxicillin,Nova Life,Capsule,500mg,20,978.23,5,929.32,No,OTC,Antidiabetic,Room Temp,17,UK,In stock,3.6,12,Yes
P01121,HealPlus,Paracetamol,Global Remedies,Ointment,250mg,15,1516.65,5,1440.82,No,OTC,Antihypertensive,Room Temp,20,Canada,Out of stock,3.7,107,Yes
P01122,LifeCare,Metformin,Sun Healthcare,Injection,250mg,10,1133.18,20,906.54,Yes,OTC,Antibiotic,Refrigerated,27,Bangladesh,In stock,3.3,150,Yes
P01123,PharmaOne,Metformin,Medicare Ltd,Ointment,100mg,10,1754.51,0,1754.51,Yes,Prescription,Antacid,Room Temp,32,India,Out of stock,4.1,456,Yes
P01124,Medix,Omeprazole,Nova Life,Ointment,100mg,20,695.29,5,660.53,Yes,Prescription,Antibiotic,Refrigerated,17,Canada,In stock,5.0,364,No
P01125,PharmaOne,Omeprazole,Medicare Ltd,Capsule,100mg,20,983.72,0,983.72,Yes,Prescription,Analgesic,Room Temp,34,Bangladesh,In stock,4.5,371,Yes
P01126,PharmaOne,Omeprazole,Medicare Ltd,Syrup,500mg,10,1134.25,0,1134.25,Yes,Prescription,Analgesic,Room Temp,21,UK,Out of stock,3.6,134,No
P01127,HealPlus,Amoxicillin,Nova Life,Capsule,50mg,10,188.25,5,178.84,Yes,Prescription,Antibiotic,Refrigerated,25,Canada,Out of stock,3.3,406,Yes
P01128,HealPlus,Amoxicillin,Global Remedies,Injection,50mg,30,1357.11,15,1153.54,No,Prescription,Antidiabetic,Refrigerated,20,Canada,In stock,3.6,462,No
P01129,BioTrust,Omeprazole,Nova Life,Tablet,500mg,10,825.87,10,743.28,Yes,OTC,Antacid,Refrigerated,32,USA,In stock,4.0,245,Yes
P01130,Medix,Amoxicillin,Sun Healthcare,Tablet,500mg,15,573.69,15,487.64,Yes,OTC,Antacid,Refrigerated,30,India,Limited,2.6,303,No
P01131,LifeCare,Omeprazole,Nova Life,Syrup,500mg,20,1733.1,0,1733.1,No,OTC,Analgesic,Room Temp,32,Bangladesh,Out of stock,4.9,337,Yes
P01132,PharmaOne,Paracetamol,ABC Pharma,Capsule,250mg,20,223.79,5,212.6,No,OTC,Antidiabetic,Refrigerated,15,Bangladesh,Out of stock,4.7,186,No
P01133,HealPlus,Metformin,Global Remedies,Syrup,100mg,10,491.7,15,417.94,Yes,OTC,Antacid,Room Temp,14,India,Limited,4.3,146,No
P01134,Medix,Metformin,Sun Healthcare,Ointment,50mg,15,1430.91,10,1287.82,No,OTC,Antibiotic,Room Temp,12,India,Limited,4.6,106,Yes
P01135,BioTrust,Amoxicillin,Global Remedies,Injection,250mg,30,382.08,10,343.87,No,OTC,Antihypertensive,Room Temp,21,USA,Out of stock,3.6,224,Yes
P01136,LifeCare,Metformin,ABC Pharma,Tablet,50mg,15,844.15,0,844.15,Yes,Prescription,Antihypertensive,Room Temp,34,USA,Out of stock,3.5,81,Yes
P01137,PharmaOne,Omeprazole,Medicare Ltd,Syrup,500mg,20,1054.87,15,896.64,No,Prescription,Antacid,Refrigerated,26,UK,In stock,3.0,485,No
P01138,LifeCare,Amoxicillin,Medicare Ltd,Tablet,100mg,15,1503.28,10,1352.95,No,OTC,Antibiotic,Room Temp,14,Bangladesh,Limited,4.8,392,No
P01139,BioTrust,Atorvastatin,Sun Healthcare,Tablet,100mg,10,1245.54,5,1183.26,Yes,Prescription,Antacid,Refrigerated,13,USA,In stock,4.7,429,No
P01140,LifeCare,Metformin,Nova Life,Injection,100mg,10,186.92,0,186.92,Yes,OTC,Antacid,Room Temp,12,USA,Out of stock,2.6,268,No
P01141,HealPlus,Omeprazole,Sun Healthcare,Injection,250mg,20,1936.29,10,1742.66,No,OTC,Analgesic,Refrigerated,16,Bangladesh,Out of stock,5.0,329,No
P01142,PharmaOne,Amoxicillin,Medicare Ltd,Injection,5mg,20,799.28,15,679.39,No,Prescription,Antihypertensive,Refrigerated,20,USA,Out of stock,4.9,179,No
P01143,LifeCare,Metformin,Medicare Ltd,Ointment,5mg,30,316.07,0,316.07,Yes,OTC,Antidiabetic,Refrigerated,21,India,Out of stock,4.9,154,No
P01144,LifeCare,Amoxicillin,Medicare Ltd,Tablet,100mg,10,1251.74,5,1189.15,No,OTC,Analgesic,Room Temp,19,Bangladesh,Limited,4.6,235,Yes
P01145,BioTrust,Amoxicillin,Medicare Ltd,Injection,50mg,15,908.89,5,863.45,Yes,Prescription,Antacid,Room Temp,19,UK,Limited,3.0,306,No
P01146,LifeCare,Omeprazole,Global Remedies,Ointment,5mg,15,173.41,10,156.07,Yes,OTC,Antidiabetic,Refrigerated,29,Bangladesh,In stock,4.9,335,Yes
P01147,Medix,Omeprazole,ABC Pharma,Syrup,5mg,30,1198.74,0,1198.74,No,Prescription,Analgesic,Room Temp,34,USA,Limited,4.5,184,Yes
P01148,Medix,Atorvastatin,Global Remedies,Ointment,50mg,30,1794.25,0,1794.25,No,Prescription,Antacid,Room Temp,16,USA,Out of stock,3.5,482,No
P01149,LifeCare,Metformin,ABC Pharma,Syrup,100mg,20,1470.33,5,1396.81,No,Prescription,Antibiotic,Refrigerated,15,Bangladesh,Out of stock,4.0,407,Yes
P01150,PharmaOne,Paracetamol,Medicare Ltd,Injection,100mg,20,59.39,20,47.51,No,OTC,Antihypertensive,Refrigerated,30,India,Out of stock,3.9,475,Yes
P01151,LifeCare,Paracetamol,ABC Pharma,Syrup,50mg,15,1164.88,0,1164.88,No,Prescription,Antacid,Refrigerated,32,Bangladesh,Out of stock,4.1,466,No
P01152,PharmaOne,Atorvastatin,Medicare Ltd,Injection,50mg,10,832.25,0,832.25,No,OTC,Antidiabetic,Refrigerated,12,USA,Out of stock,4.0,333,Yes
P01153,HealPlus,Metformin,ABC Pharma,Ointment,50mg,30,1293.76,5,1229.07,No,OTC,Antibiotic,Room Temp,29,UK,Out of stock,3.7,407,No
P01154,LifeCare,Metformin,Sun Healthcare,Capsule,500mg,30,1330.86,10,1197.77,No,OTC,Analgesic,Room Temp,20,USA,Limited,4.0,243,No
P01155,Medix,Omeprazole,Global Remedies,Capsule,100mg,30,784.06,20,627.25,Yes,OTC,Antihypertensive,Refrigerated,29,USA,Limited,3.5,25,Yes
P01156,BioTrust,Omeprazole,ABC Pharma,Ointment,100mg,15,290.7,10,261.63,No,OTC,Analgesic,Room Temp,29,UK,Limited,3.7,491,Yes
P01157,Medix,Amoxicillin,Nova Life,Capsule,250mg,20,722.75,5,686.61,No,Prescription,Antidiabetic,Refrigerated,21,India,Out of stock,4.3,29,No
P01158,HealPlus,Omeprazole,ABC Pharma,Ointment,5mg,15,519.72,0,519.72,Yes,OTC,Antihypertensive,Room Temp,29,Canada,Limited,4.9,330,Yes
P01159,LifeCare,Atorvastatin,Global Remedies,Ointment,100mg,30,1502.03,15,1276.73,Yes,OTC,Antihypertensive,Room Temp,35,Bangladesh,Out of stock,4.7,192,No
P01160,LifeCare,Atorvastatin,Medicare Ltd,Tablet,50mg,20,1828.72,20,1462.98,No,Prescription,Analgesic,Refrigerated,28,UK,Out of stock,3.5,328,Yes
P01161,Medix,Omeprazole,Nova Life,Capsule,50mg,30,542.77,10,488.49,Yes,Prescription,Antacid,Refrigerated,36,Canada,In stock,3.3,126,Yes
P01162,Medix,Metformin,Global Remedies,Ointment,50mg,15,1257.7,5,1194.82,Yes,OTC,Antihypertensive,Room Temp,27,USA,Out of stock,4.1,16,Yes
P01163,Medix,Amoxicillin,ABC Pharma,Injection,250mg,15,590.01,0,590.01,No,OTC,Antidiabetic,Refrigerated,33,USA,Limited,4.9,457,Yes
P01164,BioTrust,Amoxicillin,Nova Life,Syrup,5mg,10,351.53,15,298.8,Yes,OTC,Antibiotic,Room Temp,28,Bangladesh,In stock,3.5,280,No
P01165,HealPlus,Atorvastatin,ABC Pharma,Injection,500mg,15,1389.11,0,1389.11,Yes,OTC,Antidiabetic,Room Temp,13,India,In stock,2.7,109,Yes
P01166,LifeCare,Omeprazole,ABC Pharma,Capsule,5mg,20,58.33,10,52.5,Yes,Prescription,Antidiabetic,Room Temp,12,Bangladesh,Limited,3.0,430,Yes
P01167,BioTrust,Atorvastatin,Sun Healthcare,Ointment,100mg,20,1648.16,20,1318.53,No,Prescription,Antibiotic,Refrigerated,13,India,In stock,4.5,132,Yes
P01168,BioTrust,Paracetamol,Medicare Ltd,Tablet,500mg,30,1032.9,20,826.32,No,Prescription,Antibiotic,Refrigerated,36,USA,Limited,3.7,461,No
P01169,LifeCare,Paracetamol,Global Remedies,Ointment,500mg,30,58.46,15,49.69,No,OTC,Antibiotic,Room Temp,27,UK,Out of stock,4.3,204,No
P01170,Medix,Metformin,Nova Life,Ointment,100mg,15,1833.03,0,1833.03,No,OTC,Antihypertensive,Room Temp,28,Canada,In stock,3.5,147,Yes
P01171,PharmaOne,Omeprazole,ABC Pharma,Tablet,500mg,15,1900.4,10,1710.36,Yes,OTC,Antidiabetic,Refrigerated,17,UK,Limited,3.4,427,Yes
P01172,PharmaOne,Paracetamol,Global Remedies,Ointment,250mg,10,194.04,20,155.23,Yes,Prescription,Antacid,Refrigerated,14,Bangladesh,Limited,2.9,399,No
P01173,BioTrust,Atorvastatin,Medicare Ltd,Injection,5mg,30,556.61,20,445.29,Yes,OTC,Antibiotic,Room Temp,25,Bangladesh,Out of stock,3.0,410,Yes
P01174,HealPlus,Metformin,Medicare Ltd,Ointment,250mg,15,1666.49,0,1666.49,No,OTC,Antibiotic,Refrigerated,19,Canada,Limited,5.0,53,Yes
P01175,PharmaOne,Amoxicillin,Sun Healthcare,Capsule,500mg,30,767.28,5,728.92,Yes,OTC,Antidiabetic,Refrigerated,35,USA,Limited,4.7,369,Yes
P01176,PharmaOne,Amoxicillin,Global Remedies,Capsule,100mg,10,1657.77,20,1326.22,No,Prescription,Antacid,Refrigerated,23,USA,Limited,4.0,238,No
P01177,PharmaOne,Atorvastatin,Medicare Ltd,Ointment,50mg,10,188.79,10,169.91,No,OTC,Antidiabetic,Refrigerated,16,USA,Out of stock,3.4,122,Yes
P01178,PharmaOne,Metformin,Global Remedies,Syrup,100mg,10,1434.86,0,1434.86,Yes,OTC,Antacid,Refrigerated,23,India,Out of stock,4.6,222,No
P01179,LifeCare,Atorvastatin,Sun Healthcare,Capsule,50mg,20,492.58,20,394.06,Yes,OTC,Antihypertensive,Refrigerated,34,Bangladesh,In stock,4.5,199,Yes
P01180,Medix,Paracetamol,Medicare Ltd,Capsule,5mg,30,113.36,5,107.69,No,OTC,Antihypertensive,Room Temp,29,Bangladesh,In stock,3.6,135,No
P01181,LifeCare,Metformin,ABC Pharma,Tablet,250mg,15,1439.77,20,1151.82,Yes,OTC,Antidiabetic,Room Temp,30,USA,Limited,2.7,323,Yes
P01182,HealPlus,Omeprazole,Sun Healthcare,Ointment,100mg,30,1619.01,5,1538.06,No,Prescription,Antibiotic,Refrigerated,21,India,Out of stock,4.4,276,No
P01183,Medix,Metformin,Nova Life,Ointment,250mg,20,760.27,5,722.26,Yes,Prescription,Antidiabetic,Refrigerated,32,USA,Out of stock,2.5,466,Yes
P01184,LifeCare,Atorvastatin,Sun Healthcare,Injection,100mg,20,636.04,0,636.04,No,Prescription,Antibiotic,Refrigerated,12,India,Limited,3.5,4,Yes
P01185,PharmaOne,Amoxicillin,Sun Healthcare,Injection,100mg,20,1927.44,5,1831.07,Yes,Prescription,Antibiotic,Room Temp,30,USA,Out of stock,5.0,184,Yes
P01186,HealPlus,Omeprazole,Sun Healthcare,Tablet,50mg,30,289.0,5,274.55,Yes,Prescription,Antidiabetic,Room Temp,17,India,Limited,3.7,349,Yes
P01187,BioTrust,Metformin,Medicare Ltd,Injection,100mg,30,359.36,0,359.36,No,Prescription,Antidiabetic,Room Temp,32,UK,Out of stock,3.1,319,No
P01188,Medix,Paracetamol,Global Remedies,Tablet,5mg,20,1611.46,10,1450.31,Yes,OTC,Analgesic,Room Temp,18,USA,In stock,3.7,177,Yes
P01189,LifeCare,Metformin,ABC Pharma,Injection,5mg,30,295.79,10,266.21,No,OTC,Analgesic,Refrigerated,15,UK,Limited,4.6,218,Yes
P01190,LifeCare,Omeprazole,Global Remedies,Injection,250mg,10,48.35,0,48.35,Yes,Prescription,Antacid,Refrigerated,16,UK,Limited,3.1,67,Yes
P01191,HealPlus,Atorvastatin,ABC Pharma,Capsule,250mg,20,1504.83,5,1429.59,No,Prescription,Analgesic,Room Temp,31,UK,In stock,3.9,230,No
P01192,PharmaOne,Omeprazole,Global Remedies,Injection,500mg,20,857.92,5,815.02,Yes,Prescription,Antidiabetic,Room Temp,29,India,Limited,4.0,332,Yes
P01193,HealPlus,Paracetamol,ABC Pharma,Capsule,50mg,20,27.14,10,24.43,No,OTC,Antidiabetic,Room Temp,20,India,Limited,3.3,404,No
P01194,LifeCare,Omeprazole,Global Remedies,Ointment,500mg,30,430.3,0,430.3,No,OTC,Antacid,Room Temp,28,USA,In stock,4.9,243,Yes
P01195,PharmaOne,Atorvastatin,Global Remedies,Tablet,500mg,30,903.23,20,722.58,Yes,OTC,Analgesic,Refrigerated,17,Bangladesh,Limited,3.6,376,Yes
P01196,HealPlus,Amoxicillin,Nova Life,Capsule,50mg,10,46.51,5,44.18,No,Prescription,Antidiabetic,Refrigerated,13,Canada,Out of stock,3.9,479,Yes
P01197,BioTrust,Atorvastatin,Sun Healthcare,Capsule,250mg,15,272.56,10,245.3,No,OTC,Antacid,Refrigerated,30,UK,In stock,4.4,142,No
P01198,HealPlus,Atorvastatin,Nova Life,Syrup,500mg,15,551.63,0,551.63,No,Prescription,Antihypertensive,Room Temp,30,Canada,In stock,3.3,130,Yes
P01199,BioTrust,Metformin,Global Remedies,Injection,500mg,20,685.66,0,685.66,No,OTC,Antibiotic,Refrigerated,14,Bangladesh,Limited,4.4,34,No
P01200,Medix,Metformin,Global Remedies,Tablet,500mg,15,1973.22,0,1973.22,Yes,OTC,Analgesic,Room Temp,12,Canada,Limited,3.4,117,Yes
P01201,BioTrust,Amoxicillin,Sun Healthcare,Ointment,100mg,10,1190.78,10,1071.7,Yes,Prescription,Antidiabetic,Room Temp,13,UK,In stock,2.9,428,No
P01202,LifeCare,Paracetamol,Medicare Ltd,Capsule,500mg,20,1668.14,0,1668.14,No,Prescription,Analgesic,Refrigerated,24,UK,Limited,4.4,87,Yes
P01203,BioTrust,Metformin,Nova Life,Tablet,50mg,15,1408.73,20,1126.98,Yes,OTC,Antidiabetic,Refrigerated,25,UK,In stock,3.8,452,No
P01204,PharmaOne,Atorvastatin,Nova Life,Injection,100mg,30,145.92,20,116.74,Yes,OTC,Analgesic,Room Temp,29,Bangladesh,Out of stock,3.6,74,No
P01205,PharmaOne,Metformin,Nova Life,Injection,250mg,30,1748.43,0,1748.43,Yes,Prescription,Antibiotic,Room Temp,22,Bangladesh,In stock,4.4,67,Yes
P01206,LifeCare,Amoxicillin,Nova Life,Ointment,250mg,15,103.03,15,87.58,Yes,Prescription,Antidiabetic,Room Temp,23,India,In stock,3.5,314,Yes
P01207,Medix,Amoxicillin,Medicare Ltd,Injection,500mg,20,490.08,5,465.58,Yes,OTC,Antihypertensive,Room Temp,27,India,Limited,3.0,194,Yes
P01208,LifeCare,Omeprazole,Nova Life,Capsule,500mg,15,973.28,10,875.95,No,Prescription,Antibiotic,Refrigerated,33,Bangladesh,In stock,4.4,151,No
P01209,PharmaOne,Amoxicillin,ABC Pharma,Ointment,250mg,30,1042.77,20,834.22,Yes,Prescription,Antacid,Refrigerated,15,India,Out of stock,3.9,360,No
P01210,HealPlus,Atorvastatin,Sun Healthcare,Ointment,50mg,20,1054.86,0,1054.86,No,Prescription,Antacid,Refrigerated,33,UK,In stock,2.7,216,Yes
P01211,LifeCare,Paracetamol,Global Remedies,Capsule,500mg,20,481.27,15,409.08,No,Prescription,Antacid,Room Temp,21,Bangladesh,Limited,3.3,372,Yes
P01212,HealPlus,Atorvastatin,Global Remedies,Tablet,250mg,20,238.55,15,202.77,No,OTC,Antihypertensive,Room Temp,19,USA,Limited,4.0,201,No
P01213,PharmaOne,Metformin,Global Remedies,Capsule,100mg,10,499.28,10,449.35,Yes,OTC,Antihypertensive,Room Temp,24,UK,In stock,5.0,403,Yes
P01214,LifeCare,Atorvastatin,Global Remedies,Injection,250mg,10,1218.46,20,974.77,No,OTC,Analgesic,Room Temp,31,Bangladesh,In stock,4.5,166,Yes
P01215,BioTrust,Omeprazole,Sun Healthcare,Capsule,100mg,15,436.65,0,436.65,No,Prescription,Analgesic,Refrigerated,28,UK,Out of stock,4.1,391,Yes
P01216,Medix,Omeprazole,Nova Life,Syrup,500mg,10,503.83,15,428.26,Yes,OTC,Antacid,Refrigerated,31,Canada,Limited,4.2,370,Yes
P01217,PharmaOne,Atorvastatin,Sun Healthcare,Capsule,50mg,30,1088.14,0,1088.14,No,Prescription,Antihypertensive,Refrigerated,19,USA,Limited,4.0,390,Yes
P01218,Medix,Amoxicillin,ABC Pharma,Tablet,500mg,30,776.14,10,698.53,No,Prescription,Antibiotic,Refrigerated,23,Bangladesh,Out of stock,2.8,390,No
P01219,BioTrust,Omeprazole,Nova Life,Syrup,500mg,20,1000.6,5,950.57,No,OTC,Antacid,Refrigerated,20,Bangladesh,In stock,2.7,232,Yes
P01220,BioTrust,Omeprazole,Sun Healthcare,Ointment,5mg,15,620.39,15,527.33,No,OTC,Antacid,Refrigerated,27,India,Limited,5.0,416,No
P01221,HealPlus,Paracetamol,Sun Healthcare,Syrup,250mg,10,1972.83,0,1972.83,Yes,Prescription,Analgesic,Room Temp,31,India,Limited,2.6,105,Yes
P01222,LifeCare,Omeprazole,Sun Healthcare,Capsule,500mg,15,1788.77,0,1788.77,No,OTC,Antibiotic,Room Temp,28,Canada,Limited,4.1,264,No
P01223,Medix,Omeprazole,Nova Life,Injection,500mg,10,229.03,0,229.03,No,OTC,Antibiotic,Refrigerated,13,Canada,In stock,2.5,314,No
P01224,HealPlus,Amoxicillin,Sun Healthcare,Tablet,5mg,15,78.21,0,78.21,Yes,OTC,Antihypertensive,Room Temp,14,India,Out of stock,4.5,108,No
P01225,HealPlus,Atorvastatin,Nova Life,Tablet,5mg,20,1166.75,10,1050.08,Yes,OTC,Antacid,Refrigerated,34,UK,In stock,3.5,175,Yes
P01226,BioTrust,Omeprazole,Sun Healthcare,Tablet,250mg,20,1858.49,5,1765.57,No,Prescription,Antibiotic,Refrigerated,14,USA,In stock,3.4,445,Yes
P01227,HealPlus,Atorvastatin,Global Remedies,Ointment,100mg,20,1685.41,15,1432.6,No,OTC,Antidiabetic,Room Temp,29,India,Limited,4.0,307,Yes
P01228,LifeCare,Omeprazole,Nova Life,Injection,100mg,15,827.95,10,745.16,No,OTC,Antibiotic,Refrigerated,33,Bangladesh,Out of stock,2.5,428,No
P01229,Medix,Atorvastatin,ABC Pharma,Syrup,500mg,15,583.55,5,554.37,No,OTC,Antibiotic,Refrigerated,29,USA,In stock,3.4,499,No
P01230,LifeCare,Atorvastatin,Nova Life,Injection,5mg,15,248.61,0,248.61,No,Prescription,Antihypertensive,Room Temp,13,Bangladesh,Out of stock,4.3,494,No
P01231,LifeCare,Amoxicillin,Sun Healthcare,Syrup,500mg,15,1551.08,0,1551.08,No,Prescription,Analgesic,Room Temp,14,Canada,In stock,4.1,284,No
P01232,PharmaOne,Atorvastatin,Global Remedies,Injection,50mg,10,55.67,15,47.32,No,Prescription,Analgesic,Room Temp,14,Bangladesh,Out of stock,2.8,14,Yes
P01233,Medix,Atorvastatin,Sun Healthcare,Syrup,500mg,30,716.75,0,716.75,Yes,OTC,Antibiotic,Room Temp,21,Canada,Limited,4.4,252,No
P01234,LifeCare,Omeprazole,ABC Pharma,Tablet,500mg,30,1343.02,5,1275.87,Yes,OTC,Analgesic,Room Temp,30,Bangladesh,Out of stock,3.4,26,No
P01235,BioTrust,Metformin,Sun Healthcare,Tablet,250mg,20,1556.4,5,1478.58,Yes,OTC,Antihypertensive,Room Temp,15,Bangladesh,Limited,4.0,228,No
P01236,Medix,Amoxicillin,Nova Life,Syrup,500mg,20,972.93,10,875.64,No,OTC,Antidiabetic,Room Temp,14,UK,Limited,2.7,249,No
P01237,LifeCare,Amoxicillin,Sun Healthcare,Syrup,50mg,10,1423.14,0,1423.14,No,Prescription,Analgesic,Room Temp,13,USA,Out of stock,4.1,423,Yes
P01238,LifeCare,Metformin,Sun Healthcare,Ointment,5mg,10,689.14,15,585.77,No,OTC,Antidiabetic,Room Temp,32,Bangladesh,Out of stock,4.3,281,Yes
P01239,HealPlus,Paracetamol,Nova Life,Injection,250mg,10,762.24,20,609.79,Yes,Prescription,Analgesic,Refrigerated,35,Bangladesh,Out of stock,2.5,18,Yes
P01240,HealPlus,Amoxicillin,Global Remedies,Ointment,100mg,30,865.1,20,692.08,No,Prescription,Analgesic,Refrigerated,21,UK,Limited,3.2,478,Yes
P01241,BioTrust,Paracetamol,Global Remedies,Ointment,250mg,30,1271.4,0,1271.4,Yes,OTC,Antidiabetic,Room Temp,30,UK,In stock,3.0,264,No
P01242,BioTrust,Paracetamol,Medicare Ltd,Injection,50mg,30,254.07,5,241.37,No,Prescription,Antihypertensive,Room Temp,16,UK,In stock,4.4,275,No
P01243,LifeCare,Atorvastatin,ABC Pharma,Tablet,100mg,10,639.09,15,543.23,Yes,Prescription,Analgesic,Refrigerated,34,Bangladesh,Out of stock,3.7,84,Yes
P01244,LifeCare,Metformin,ABC Pharma,Ointment,100mg,15,1751.53,0,1751.53,No,Prescription,Antidiabetic,Refrigerated,19,Canada,Limited,3.8,147,No
P01245,Medix,Amoxicillin,Global Remedies,Tablet,5mg,15,669.97,20,535.98,No,Prescription,Antihypertensive,Room Temp,32,UK,Out of stock,4.3,443,Yes
P01246,PharmaOne,Atorvastatin,Sun Healthcare,Ointment,100mg,15,1768.14,15,1502.92,Yes,OTC,Antihypertensive,Refrigerated,18,USA,In stock,3.6,253,No
P01247,PharmaOne,Paracetamol,ABC Pharma,Syrup,250mg,20,235.94,5,224.14,Yes,Prescription,Antacid,Room Temp,34,USA,Out of stock,3.9,194,Yes
P01248,Medix,Paracetamol,ABC Pharma,Ointment,250mg,20,1787.65,10,1608.89,No,OTC,Analgesic,Room Temp,15,India,Limited,2.6,436,Yes
P01249,Medix,Paracetamol,Global Remedies,Ointment,5mg,20,92.55,20,74.04,Yes,OTC,Antidiabetic,Refrigerated,22,Canada,In stock,2.8,401,Yes
P01250,BioTrust,Amoxicillin,ABC Pharma,Capsule,100mg,10,1169.43,15,994.02,Yes,OTC,Antihypertensive,Room Temp,19,UK,Out of stock,4.0,454,Yes
P01251,LifeCare,Atorvastatin,ABC Pharma,Syrup,5mg,15,1851.52,20,1481.22,Yes,Prescription,Antihypertensive,Room Temp,25,USA,In stock,3.3,330,No
P01252,Medix,Amoxicillin,ABC Pharma,Syrup,100mg,15,1987.4,20,1589.92,Yes,OTC,Antidiabetic,Room Temp,22,USA,Out of stock,4.5,195,No
P01253,Medix,Atorvastatin,Sun Healthcare,Injection,100mg,30,1997.17,10,1797.45,Yes,Prescription,Antidiabetic,Room Temp,13,India,Limited,2.6,66,Yes
P01254,HealPlus,Metformin,Global Remedies,Syrup,500mg,30,447.1,5,424.75,Yes,OTC,Antibiotic,Room Temp,22,India,Out of stock,3.0,158,Yes
P01255,HealPlus,Metformin,Global Remedies,Capsule,100mg,20,1404.06,10,1263.65,No,Prescription,Antidiabetic,Refrigerated,18,USA,In stock,4.9,141,Yes
P01256,BioTrust,Omeprazole,Sun Healthcare,Capsule,500mg,15,1633.25,15,1388.26,No,OTC,Antihypertensive,Room Temp,15,Bangladesh,Out of stock,2.8,426,No
P01257,Medix,Metformin,Medicare Ltd,Ointment,50mg,20,1438.85,20,1151.08,Yes,Prescription,Analgesic,Room Temp,17,Canada,Out of stock,4.9,272,Yes
P01258,PharmaOne,Atorvastatin,Nova Life,Syrup,500mg,20,1864.25,5,1771.04,Yes,Prescription,Antibiotic,Room Temp,30,Canada,Limited,4.6,461,Yes
P01259,BioTrust,Metformin,Nova Life,Capsule,5mg,20,1175.07,20,940.06,No,OTC,Analgesic,Room Temp,29,India,Limited,2.5,166,Yes
P01260,BioTrust,Metformin,Nova Life,Injection,50mg,15,1083.82,10,975.44,No,OTC,Antihypertensive,Refrigerated,14,USA,Out of stock,3.2,394,Yes
P01261,Medix,Metformin,Sun Healthcare,Ointment,50mg,20,828.04,20,662.43,No,OTC,Antidiabetic,Refrigerated,20,Bangladesh,Out of stock,3.4,302,No
P01262,BioTrust,Atorvastatin,Medicare Ltd,Injection,500mg,20,1357.68,15,1154.03,Yes,OTC,Antidiabetic,Refrigerated,36,Bangladesh,Limited,4.8,311,Yes
P01263,PharmaOne,Atorvastatin,Nova Life,Syrup,100mg,30,1395.93,0,1395.93,Yes,OTC,Antihypertensive,Refrigerated,31,India,In stock,2.7,86,No
P01264,LifeCare,Omeprazole,Nova Life,Tablet,500mg,15,1565.51,15,1330.68,No,OTC,Antibiotic,Refrigerated,17,Bangladesh,Limited,3.5,332,No
P01265,HealPlus,Atorvastatin,Nova Life,Injection,50mg,10,1613.49,5,1532.82,No,Prescription,Antidiabetic,Refrigerated,23,Bangladesh,Limited,4.6,131,Yes
P01266,BioTrust,Paracetamol,Sun Healthcare,Capsule,50mg,30,539.74,20,431.79,Yes,Prescription,Antibiotic,Refrigerated,18,USA,In stock,4.4,85,No
P01267,LifeCare,Atorvastatin,Nova Life,Ointment,5mg,30,933.18,10,839.86,No,OTC,Analgesic,Room Temp,34,Canada,Limited,3.1,213,No
P01268,PharmaOne,Metformin,Sun Healthcare,Tablet,50mg,10,1935.72,10,1742.15,No,OTC,Antihypertensive,Room Temp,26,USA,Out of stock,4.7,481,No
P01269,LifeCare,Omeprazole,ABC Pharma,Syrup,250mg,30,1192.43,15,1013.57,No,Prescription,Analgesic,Refrigerated,30,Bangladesh,Limited,4.1,386,Yes
P01270,BioTrust,Amoxicillin,Nova Life,Syrup,500mg,15,1174.09,5,1115.39,No,Prescription,Antihypertensive,Refrigerated,22,USA,Limited,4.3,354,Yes
P01271,PharmaOne,Paracetamol,Nova Life,Capsule,100mg,30,1815.78,20,1452.62,Yes,Prescription,Antidiabetic,Refrigerated,12,USA,Limited,2.6,172,Yes
P01272,LifeCare,Metformin,Sun Healthcare,Injection,500mg,15,1131.57,0,1131.57,Yes,Prescription,Analgesic,Room Temp,22,Canada,Limited,3.5,349,Yes
P01273,LifeCare,Atorvastatin,Nova Life,Capsule,250mg,20,1734.73,20,1387.78,Yes,OTC,Antihypertensive,Refrigerated,14,USA,Out of stock,3.6,217,Yes
P01274,PharmaOne,Paracetamol,ABC Pharma,Syrup,250mg,15,1567.13,0,1567.13,No,Prescription,Antibiotic,Room Temp,12,Canada,Out of stock,4.4,373,Yes
P01275,Medix,Paracetamol,Nova Life,Syrup,250mg,20,832.63,5,791.0,Yes,OTC,Analgesic,Refrigerated,32,UK,Limited,3.5,46,No
P01276,Medix,Metformin,ABC Pharma,Capsule,500mg,30,717.82,15,610.15,Yes,Prescription,Antidiabetic,Room Temp,32,UK,Limited,3.8,96,Yes
